user,rating_bucket,attempts,solved,solve_rate,expected_rate,performance_ratio,avg_rating,mastery,skill_score,weakness_score,is_weak
kkykky,2400,226,82,0.3628,0.28,1.2958,2437.8,4.4188,3.9085,0.0,0
kkykky,2600,246,56,0.2276,0.22,1.0347,2632.14,4.0431,2.4225,0.0,0
kkykky,2800,310,79,0.2548,0.16,1.5927,2817.72,4.382,3.1466,0.0,0
kkykky,3000,222,78,0.3514,0.11,2.0,3023.08,4.3694,4.6411,0.0,0
kkykky,3200,204,67,0.3284,0.07,2.0,3267.16,4.2195,4.5277,0.0,0
kkykky,3400,178,35,0.1966,0.04,2.0,3474.29,3.5835,2.4481,0.0,0
kl0989e,1000,124,65,0.5242,0.85,0.6167,1070.77,4.1897,2.3516,0.3031,1
kl0989e,1400,138,79,0.5725,0.7,0.8178,1444.3,4.382,3.6231,0.1169,0
kl0989e,1600,283,136,0.4806,0.6,0.8009,1658.82,4.92,3.9221,0.114,0
kl0989e,800,125,102,0.816,0.9,0.9067,826.47,4.6347,3.1257,0.0721,0
kl0989e,1200,115,84,0.7304,0.78,0.9365,1246.43,4.4427,4.0447,0.0433,0
kl0989e,1800,267,124,0.4644,0.5,0.9288,1856.45,4.8283,4.1628,0.0341,0
kl0989e,2000,244,129,0.5287,0.42,1.2588,2045.74,4.8675,5.2645,0.0,0
kl0989e,2200,244,152,0.623,0.35,1.7799,2241.45,5.0304,7.0241,0.0,0
kl0989e,2400,373,149,0.3995,0.28,1.4267,2427.52,5.0106,4.8588,0.0,0
kl0989e,2600,91,51,0.5604,0.22,2.0,2641.18,3.9512,5.8487,0.0,0
kl0989e,2800,55,30,0.5455,0.16,2.0,2836.67,3.434,5.3133,0.0,0
kl0989e,3000,11,11,1.0,0.11,2.0,3054.55,2.4849,7.5903,0.0,0
kl0989e,3200,6,6,1.0,0.07,2.0,3200.0,1.9459,6.2269,0.0,0
kmjp,1000,2056,1640,0.7977,0.85,0.9384,1057.01,7.4031,6.2418,0.0475,0
kmjp,2000,6261,2435,0.3889,0.42,0.926,2049.03,7.7981,6.2143,0.0309,0
kmjp,1400,3202,2139,0.668,0.7,0.9543,1450.82,7.6686,7.4322,0.0298,0
kmjp,800,2999,2644,0.8816,0.9,0.9796,823.56,7.8804,5.7218,0.0166,0
kmjp,2400,8605,2363,0.2746,0.28,0.9807,2447.52,7.7681,5.221,0.0056,0
kmjp,1200,2525,1963,0.7774,0.78,0.9967,1251.2,7.5827,7.3758,0.0023,0
kmjp,1600,4038,2414,0.5978,0.6,0.9964,1654.1,7.7895,7.7026,0.0021,0
kmjp,1800,4846,2588,0.534,0.5,1.0681,1855.83,7.859,7.7891,0.0,0
kmjp,2200,6477,2373,0.3664,0.35,1.0468,2246.94,7.7723,6.3983,0.0,0
kmjp,2600,6200,1455,0.2347,0.22,1.0667,2645.84,7.2834,4.5224,0.0,0
kmjp,2800,4700,852,0.1813,0.16,1.133,2836.15,6.7488,3.4697,0.0,0
kmjp,3000,2024,349,0.1724,0.11,1.5676,3031.23,5.8579,3.0618,0.0,0
kmjp,3200,645,109,0.169,0.07,2.0,3226.61,4.7005,2.563,0.0,0
kmjp,3400,171,12,0.0702,0.04,1.7544,3441.67,2.5649,0.6195,0.0,0
knightL,1200,526,335,0.6369,0.78,0.8165,1251.34,5.8171,4.636,0.1316,0
knightL,3200,4,0,0.0,0.07,0.0,3200.0,0.0,0.0,0.1127,0
knightL,800,455,373,0.8198,0.9,0.9109,825.47,5.9243,4.009,0.0709,0
knightL,1000,249,221,0.8876,0.85,1.0442,1051.13,5.4027,5.0403,0.0,0
knightL,1400,591,443,0.7496,0.7,1.0708,1450.11,6.0958,6.626,0.0,0
knightL,1600,997,602,0.6038,0.6,1.0064,1651.99,6.4019,6.3859,0.0,0
knightL,1800,1295,677,0.5228,0.5,1.0456,1846.38,6.5191,6.2926,0.0,0
knightL,2000,1009,485,0.4807,0.42,1.1445,2047.22,6.1862,6.0875,0.0,0
knightL,2200,1086,482,0.4438,0.35,1.2681,2243.98,6.18,6.155,0.0,0
knightL,2400,911,344,0.3776,0.28,1.3486,2435.76,5.8435,5.3746,0.0,0
knightL,2600,317,104,0.3281,0.22,1.4913,2622.12,4.654,4.0036,0.0,0
knightL,2800,164,55,0.3354,0.16,2.0,2838.18,4.0254,3.8314,0.0,0
knightL,3000,47,17,0.3617,0.11,2.0,3082.35,2.8904,3.2225,0.0,0
ko_osaga,1200,455,306,0.6725,0.78,0.8622,1251.96,5.7268,4.8219,0.0978,0
ko_osaga,1400,614,369,0.601,0.7,0.8585,1452.85,5.9135,5.1632,0.092,0
ko_osaga,800,275,221,0.8036,0.9,0.8929,832.13,5.4027,3.6129,0.0846,0
ko_osaga,1000,261,204,0.7816,0.85,0.9195,1056.86,5.323,4.3971,0.0602,0
ko_osaga,1600,778,485,0.6234,0.6,1.039,1651.34,6.1862,6.3683,0.0,0
ko_osaga,1800,1040,596,0.5731,0.5,1.1462,1853.52,6.3919,6.7896,0.0,0
ko_osaga,2000,1107,518,0.4679,0.42,1.1141,2050.39,6.2519,5.9983,0.0,0
ko_osaga,2200,1123,523,0.4657,0.35,1.3306,2253.92,6.2615,6.5726,0.0,0
ko_osaga,2400,1393,548,0.3934,0.28,1.405,2450.55,6.3081,6.0812,0.0,0
ko_osaga,2600,1059,315,0.2975,0.22,1.352,2640.0,5.7557,4.5198,0.0,0
ko_osaga,2800,932,307,0.3294,0.16,2.0,2842.67,5.7301,5.3655,0.0,0
ko_osaga,3000,829,197,0.2376,0.11,2.0,3041.12,5.2883,3.8217,0.0,0
ko_osaga,3200,464,125,0.2694,0.07,2.0,3244.0,4.8363,4.2265,0.0,0
ko_osaga,3400,344,81,0.2355,0.04,2.0,3451.85,4.4067,3.5817,0.0,0
kolorVXL,3000,35,0,0.0,0.11,0.0,3000.0,0.0,0.0,0.3942,1
kolorVXL,1400,246,149,0.6057,0.7,0.8653,1436.91,5.0106,4.3609,0.0864,0
kolorVXL,1200,249,173,0.6948,0.78,0.8907,1258.96,5.1591,4.5126,0.0764,0
kolorVXL,1000,189,150,0.7937,0.85,0.9337,1062.67,5.0173,4.2315,0.0491,0
kolorVXL,2400,434,113,0.2604,0.28,0.9299,2439.82,4.7362,3.0087,0.0208,0
kolorVXL,1800,379,183,0.4828,0.5,0.9657,1850.27,5.2149,4.659,0.0164,0
kolorVXL,800,272,245,0.9007,0.9,1.0008,813.88,5.5053,4.0359,0.0,0
kolorVXL,1600,302,192,0.6358,0.6,1.0596,1651.56,5.2627,5.5258,0.0,0
kolorVXL,2000,341,186,0.5455,0.42,1.2987,2047.85,5.2311,5.8432,0.0,0
kolorVXL,2200,349,164,0.4699,0.35,1.3426,2254.27,5.1059,5.4088,0.0,0
kolorVXL,2600,78,24,0.3077,0.22,1.3986,2625.0,3.2189,2.5999,0.0,0
kolorVXL,2800,87,18,0.2069,0.16,1.2931,2827.78,2.9444,1.7227,0.0,0
kondasujay2,1000,274,152,0.5547,0.85,0.6526,1048.03,5.0304,2.9246,0.275,1
kondasujay2,1600,711,272,0.3826,0.6,0.6376,1661.76,5.6095,3.5661,0.2161,1
kondasujay2,800,425,288,0.6776,0.9,0.7529,818.06,5.6664,3.1412,0.2019,0
kondasujay2,1400,344,174,0.5058,0.7,0.7226,1437.36,5.1648,3.755,0.1841,1
kondasujay2,1200,274,175,0.6387,0.78,0.8188,1244.0,5.1705,4.1081,0.1286,0
kondasujay2,2000,1305,419,0.3211,0.42,0.7645,2059.67,6.0403,3.9944,0.1008,0
kondasujay2,1800,720,321,0.4458,0.5,0.8917,1858.26,5.7746,4.7841,0.0526,0
kondasujay2,2200,1482,494,0.3333,0.35,0.9524,2259.51,6.2046,4.6731,0.0169,0
kondasujay2,2400,2136,578,0.2706,0.28,0.9664,2451.38,6.3613,4.2197,0.0098,0
kondasujay2,2600,1286,336,0.2613,0.22,1.1876,2639.88,5.8201,4.0143,0.0,0
kondasujay2,2800,783,154,0.1967,0.16,1.2292,2833.77,5.0434,2.8109,0.0,0
kondasujay2,3000,373,75,0.2011,0.11,1.8279,3042.67,4.3307,2.6495,0.0,0
kondasujay2,3200,202,29,0.1436,0.07,2.0,3251.72,3.4012,1.5878,0.0,0
kondasujay2,3400,43,3,0.0698,0.04,1.7442,3400.0,1.3863,0.3288,0.0,0
konghaojie,1600,1857,1048,0.5644,0.6,0.9406,1653.72,6.9556,6.4915,0.0337,0
konghaojie,1000,1086,885,0.8149,0.85,0.9587,1059.44,6.7867,5.8593,0.0315,0
konghaojie,800,1777,1565,0.8807,0.9,0.9786,819.11,7.3563,5.3067,0.0173,0
konghaojie,1200,1247,968,0.7763,0.78,0.9952,1250.62,6.8763,6.6755,0.0034,0
konghaojie,1400,1433,1037,0.7237,0.7,1.0338,1449.08,6.9451,7.2829,0.0,0
konghaojie,1800,1952,1062,0.5441,0.5,1.0881,1853.11,6.9689,7.026,0.0,0
konghaojie,2000,1956,1046,0.5348,0.42,1.2732,2047.42,6.9537,7.6135,0.0,0
konghaojie,2200,2017,931,0.4616,0.35,1.3188,2250.59,6.8373,7.1028,0.0,0
konghaojie,2400,1168,481,0.4118,0.28,1.4708,2426.82,6.1779,6.1742,0.0,0
konghaojie,2600,42,15,0.3571,0.22,1.6234,2600.0,2.7726,2.5745,0.0,0
konichi,1200,33,9,0.2727,0.78,0.3497,1300.0,2.3026,0.8164,0.5416,1
konichi,800,18,12,0.6667,0.9,0.7407,800.0,2.5649,1.368,0.1927,0
konichi,1000,29,22,0.7586,0.85,0.8925,1045.45,3.1355,2.4868,0.0752,0
konichi,3400,1,0,0.0,0.04,0.0,3400.0,0.0,0.0,0.0277,0
konichi,1400,8,8,1.0,0.7,1.4286,1450.0,2.1972,3.186,0.0,0
konichi,1600,4,4,1.0,0.6,1.6667,1700.0,1.6094,2.736,0.0,0
konichi,1800,16,16,1.0,0.5,2.0,1818.75,2.8332,5.1529,0.0,0
konichi,2200,20,14,0.7,0.35,2.0,2200.0,2.7081,4.1704,0.0,0
konichi,2400,16,10,0.625,0.28,2.0,2400.0,2.3979,3.5968,0.0,0
konichi,2600,6,6,1.0,0.22,2.0,2600.0,1.9459,5.0594,0.0,0
kostylevGO,1200,275,163,0.5927,0.78,0.7599,1240.49,5.0999,3.7498,0.1726,0
kostylevGO,1000,182,130,0.7143,0.85,0.8403,1061.54,4.8752,3.6966,0.1203,0
kostylevGO,1400,333,195,0.5856,0.7,0.8366,1441.54,5.2781,4.4555,0.1059,0
kostylevGO,2400,686,140,0.2041,0.28,0.7289,2456.43,4.9488,2.4809,0.0834,1
kostylevGO,2000,500,170,0.34,0.42,0.8095,2058.24,5.1417,3.5981,0.081,0
kostylevGO,800,357,289,0.8095,0.9,0.8995,823.88,5.6699,3.7815,0.0798,0
kostylevGO,3400,2,0,0.0,0.04,0.0,3400.0,0.0,0.0,0.0439,0
kostylevGO,1600,320,183,0.5719,0.6,0.9531,1656.83,5.2149,4.9412,0.0261,0
kostylevGO,2600,231,48,0.2078,0.22,0.9445,2639.58,3.8918,2.1346,0.0136,0
kostylevGO,2200,515,175,0.3398,0.35,0.9709,2266.29,5.1705,3.9818,0.0103,0
kostylevGO,1800,387,235,0.6072,0.5,1.2145,1854.47,5.4638,6.1528,0.0,0
kostylevGO,2800,209,45,0.2153,0.16,1.3457,2837.78,3.8286,2.3393,0.0,0
kostylevGO,3000,41,7,0.1707,0.11,1.5521,3042.86,2.0794,1.0803,0.0,0
kotatsugame,800,1732,1656,0.9561,0.9,1.0624,819.63,7.4128,5.8091,0.0,0
kotatsugame,1000,1093,940,0.86,0.85,1.0118,1058.09,6.8469,6.2305,0.0,0
kotatsugame,1200,1357,1139,0.8394,0.78,1.0761,1253.64,7.0388,7.4065,0.0,0
kotatsugame,1400,1444,1250,0.8657,0.7,1.2366,1450.24,7.1317,8.9531,0.0,0
kotatsugame,1600,1945,1397,0.7183,0.6,1.1971,1657.27,7.2428,8.6214,0.0,0
kotatsugame,1800,2058,1555,0.7556,0.5,1.5112,1855.5,7.3499,10.3045,0.0,0
kotatsugame,2000,2130,1370,0.6432,0.42,1.5314,2048.47,7.2233,9.5171,0.0,0
kotatsugame,2200,2322,1429,0.6154,0.35,1.7583,2247.03,7.2654,10.0471,0.0,0
kotatsugame,2400,2790,1398,0.5011,0.28,1.7896,2449.21,7.2435,8.8895,0.0,0
kotatsugame,2600,1970,698,0.3543,0.22,1.6105,2643.98,6.5497,6.1357,0.0,0
kotatsugame,2800,1349,499,0.3699,0.16,2.0,2840.28,6.2146,6.5293,0.0,0
kotatsugame,3000,809,204,0.2522,0.11,2.0,3030.39,5.323,4.0676,0.0,0
kotatsugame,3200,147,56,0.381,0.07,2.0,3251.79,4.0431,5.0084,0.0,0
kotatsugame,3400,53,4,0.0755,0.04,1.8868,3475.0,1.6094,0.4221,0.0,0
ksun48,1000,699,499,0.7139,0.85,0.8399,1054.71,6.2146,4.6792,0.1236,0
ksun48,800,948,745,0.7859,0.9,0.8732,822.42,6.6147,4.2752,0.1028,0
ksun48,1200,975,676,0.6933,0.78,0.8889,1249.41,6.5177,5.646,0.0794,0
ksun48,1600,1564,918,0.587,0.6,0.9783,1651.85,6.8233,6.6156,0.0123,0
ksun48,1400,1199,845,0.7048,0.7,1.0068,1449.94,6.7405,6.8878,0.0,0
ksun48,1800,1746,1025,0.5871,0.5,1.1741,1851.12,6.9334,7.5346,0.0,0
ksun48,2000,1761,808,0.4588,0.42,1.0925,2051.86,6.6958,6.3038,0.0,0
ksun48,2200,1475,805,0.5458,0.35,1.5593,2247.08,6.6921,8.207,0.0,0
ksun48,2400,1749,854,0.4883,0.28,1.7439,2448.83,6.7511,8.0724,0.0,0
ksun48,2600,1761,559,0.3174,0.22,1.4429,2643.65,6.3279,5.3103,0.0,0
ksun48,2800,1054,434,0.4118,0.16,2.0,2841.71,6.0753,7.1088,0.0,0
ksun48,3000,1056,308,0.2917,0.11,2.0,3043.83,5.7333,5.09,0.0,0
ksun48,3200,1299,287,0.2209,0.07,2.0,3250.87,5.663,4.0674,0.0,0
ksun48,3400,1313,241,0.1835,0.04,2.0,3467.22,5.4889,3.4932,0.0,0
kunzaZa183,1200,343,195,0.5685,0.78,0.7289,1254.87,5.2781,3.7655,0.1968,1
kunzaZa183,800,2158,1502,0.696,0.9,0.7733,831.69,7.3152,4.2346,0.1883,0
kunzaZa183,1000,531,346,0.6516,0.85,0.7666,1025.43,5.8493,3.9084,0.1818,0
kunzaZa183,1400,463,247,0.5335,0.7,0.7621,1453.85,5.5134,4.2762,0.157,0
kunzaZa183,3000,161,7,0.0435,0.11,0.3953,3000.0,2.0794,0.2712,0.1099,1
kunzaZa183,1600,1421,703,0.4947,0.6,0.8245,1662.3,6.5568,5.3922,0.1011,0
kunzaZa183,1800,1229,501,0.4076,0.5,0.8153,1847.31,6.2186,4.6829,0.091,0
kunzaZa183,2000,1488,536,0.3602,0.42,0.8577,2039.93,6.286,4.619,0.0599,0
kunzaZa183,2600,399,70,0.1754,0.22,0.7974,2661.43,4.2627,1.9903,0.0507,0
kunzaZa183,2800,65,8,0.1231,0.16,0.7692,2887.5,2.1972,0.7809,0.0484,0
kunzaZa183,2200,750,264,0.352,0.35,1.0057,2239.02,5.5797,4.3976,0.0,0
kunzaZa183,2400,498,162,0.3253,0.28,1.1618,2432.1,5.0938,4.03,0.0,0
kylin0610,1000,107,67,0.6262,0.85,0.7367,1077.61,4.2195,2.8472,0.2008,1
kylin0610,1400,157,79,0.5032,0.7,0.7188,1437.97,4.382,3.1707,0.1851,1
kylin0610,2000,279,88,0.3154,0.42,0.751,2055.68,4.4886,2.9104,0.1074,0
kylin0610,1600,122,61,0.5,0.6,0.8333,1654.1,4.1271,3.4133,0.0939,0
kylin0610,800,151,123,0.8146,0.9,0.9051,815.45,4.8203,3.2018,0.0737,0
kylin0610,2200,362,103,0.2845,0.35,0.8129,2241.75,4.6444,2.9624,0.0684,0
kylin0610,1800,206,89,0.432,0.5,0.8641,1840.45,4.4998,3.578,0.0659,0
kylin0610,1200,103,77,0.7476,0.78,0.9584,1253.25,4.3567,4.0818,0.0281,0
kylin0610,2400,96,42,0.4375,0.28,1.5625,2452.38,3.7612,4.0355,0.0,0
kylin0610,2600,9,6,0.6667,0.22,2.0,2650.0,1.9459,3.4378,0.0,0
kylin0610,2800,27,11,0.4074,0.16,2.0,2900.0,2.4849,2.9359,0.0,0
l1l_pr1nce,1000,102,42,0.4118,0.85,0.4844,1080.95,3.7612,1.6741,0.4266,1
l1l_pr1nce,800,154,71,0.461,0.9,0.5123,814.08,4.2767,1.6051,0.4196,1
l1l_pr1nce,1200,76,28,0.3684,0.78,0.4723,1289.29,3.3673,1.5995,0.4094,1
l1l_pr1nce,1600,98,26,0.2653,0.6,0.4422,1611.54,3.2958,1.4091,0.358,1
l1l_pr1nce,1400,61,23,0.377,0.7,0.5386,1465.22,3.1781,1.7557,0.319,1
l1l_pr1nce,2000,77,22,0.2857,0.42,0.6803,2063.64,3.1355,1.8487,0.1415,1
l1l_pr1nce,2400,44,12,0.2727,0.28,0.974,2466.67,2.5649,1.7255,0.0078,0
l1l_pr1nce,1800,31,18,0.5806,0.5,1.1613,1866.67,2.9444,3.1914,0.0,0
l1l_pr1nce,2800,22,4,0.1818,0.16,1.1364,2900.0,1.6094,0.8486,0.0,0
lagrange_i_f,1400,289,126,0.436,0.7,0.6228,1457.94,4.8442,3.0792,0.2561,1
lagrange_i_f,1200,271,146,0.5387,0.78,0.6907,1252.74,4.9904,3.3681,0.2258,1
lagrange_i_f,1000,192,121,0.6302,0.85,0.7414,1058.68,4.804,3.2052,0.1993,1
lagrange_i_f,800,265,195,0.7358,0.9,0.8176,817.95,5.2781,3.1768,0.146,0
lagrange_i_f,1600,352,179,0.5085,0.6,0.8475,1650.84,5.193,4.3594,0.0867,0
lagrange_i_f,2000,647,241,0.3725,0.42,0.8869,2043.15,5.4889,4.1774,0.0474,0
lagrange_i_f,1800,334,181,0.5419,0.5,1.0838,1850.83,5.204,5.2196,0.0,0
lagrange_i_f,2200,501,228,0.4551,0.35,1.3003,2248.68,5.4337,5.5606,0.0,0
lagrange_i_f,2400,1041,370,0.3554,0.28,1.2694,2446.49,5.9162,5.1444,0.0,0
lagrange_i_f,2600,615,208,0.3382,0.22,1.5373,2620.67,5.3423,4.7351,0.0,0
lagrange_i_f,2800,171,67,0.3918,0.16,2.0,2835.82,4.2195,4.6883,0.0,0
lagrange_i_f,3000,134,60,0.4478,0.11,2.0,3056.67,4.1109,5.6264,0.0,0
lagrange_i_f,3200,75,24,0.32,0.07,2.0,3233.33,3.2189,3.3305,0.0,0
lagrange_i_f,3400,156,18,0.1154,0.04,2.0,3433.33,2.9444,1.1665,0.0,0
lbm47,1400,513,259,0.5049,0.7,0.7212,1459.85,5.5607,4.0984,0.1857,1
lbm47,1000,307,202,0.658,0.85,0.7741,1065.35,5.3132,3.7244,0.1743,0
lbm47,800,566,433,0.765,0.9,0.85,818.48,6.073,3.8026,0.121,0
lbm47,1200,308,206,0.6688,0.78,0.8575,1256.31,5.3327,4.4809,0.1006,0
lbm47,1600,604,321,0.5315,0.6,0.8858,1644.86,5.7746,5.048,0.0648,0
lbm47,1800,695,308,0.4432,0.5,0.8863,1854.55,5.7333,4.7121,0.0552,0
lbm47,3000,240,25,0.1042,0.11,0.947,3016.0,3.2581,1.0236,0.0075,0
lbm47,2000,691,306,0.4428,0.42,1.0544,2046.41,5.7268,5.1898,0.0,0
lbm47,2200,533,223,0.4184,0.35,1.1954,2246.19,5.4116,5.0857,0.0,0
lbm47,2400,653,224,0.343,0.28,1.2251,2448.21,5.4161,4.5485,0.0,0
lbm47,2600,668,181,0.271,0.22,1.2316,2651.38,5.204,3.7386,0.0,0
lbm47,2800,252,69,0.2738,0.16,1.7113,2837.68,4.2485,3.301,0.0,0
lbm47,3200,22,15,0.6818,0.07,2.0,3226.67,2.7726,6.0997,0.0,0
lbm47,3400,22,3,0.1364,0.04,2.0,3500.0,1.3863,0.6616,0.0,0
lbq_star,1000,299,154,0.5151,0.85,0.6059,1073.38,5.0434,2.7882,0.3161,1
lbq_star,1800,610,141,0.2311,0.5,0.4623,1836.88,4.9558,2.1042,0.2896,1
lbq_star,1600,483,169,0.3499,0.6,0.5832,1665.68,5.1358,2.9932,0.252,1
lbq_star,2200,158,28,0.1772,0.35,0.5063,2257.14,3.3673,1.3469,0.2005,1
lbq_star,1400,273,136,0.4982,0.7,0.7117,1454.41,4.92,3.5647,0.1914,1
lbq_star,1200,233,138,0.5923,0.78,0.7593,1255.07,4.9345,3.668,0.1726,0
lbq_star,2400,157,27,0.172,0.28,0.6142,2418.52,3.3322,1.3859,0.1262,1
lbq_star,800,339,271,0.7994,0.9,0.8882,816.97,5.6058,3.6611,0.0888,0
lbq_star,3000,34,2,0.0588,0.11,0.5348,3000.0,1.0986,0.1939,0.0867,1
lbq_star,2000,112,46,0.4107,0.42,0.9779,2041.3,3.8501,3.2279,0.0091,0
lbq_star,2600,50,11,0.22,0.22,1.0,2681.82,2.4849,1.4661,0.0,0
lchmax37,1000,456,324,0.7105,0.85,0.8359,1026.23,5.7838,4.2174,0.1259,0
lchmax37,1400,202,128,0.6337,0.7,0.9052,1441.41,4.8598,4.4388,0.0601,0
lchmax37,1200,201,148,0.7363,0.78,0.944,1245.27,5.0039,4.5882,0.0386,0
lchmax37,800,942,883,0.9374,0.9,1.0415,810.53,6.7845,5.1546,0.0,0
lchmax37,1600,192,118,0.6146,0.6,1.0243,1641.53,4.7791,4.8214,0.0,0
lchmax37,1800,222,116,0.5225,0.5,1.045,1850.0,4.7622,4.6034,0.0,0
lchmax37,2000,117,57,0.4872,0.42,1.16,2040.35,4.0604,4.0361,0.0,0
lchmax37,2200,45,21,0.4667,0.35,1.3333,2266.67,3.091,3.2696,0.0,0
lchmax37,2400,10,10,1.0,0.28,2.0,2430.0,2.3979,5.8269,0.0,0
lchmax37,2600,4,4,1.0,0.22,2.0,2700.0,1.6094,4.3455,0.0,0
lcyxds,3000,50,4,0.08,0.11,0.7273,3050.0,1.6094,0.3927,0.0452,1
lcyxds,1400,324,211,0.6512,0.7,0.9303,1447.87,5.3566,5.0507,0.0444,0
lcyxds,800,413,351,0.8499,0.9,0.9443,820.23,5.8636,4.0875,0.044,0
lcyxds,1000,228,187,0.8202,0.85,0.9649,1062.03,5.2364,4.5612,0.026,0
lcyxds,1200,321,249,0.7757,0.78,0.9945,1255.42,5.5215,5.377,0.0038,0
lcyxds,1600,360,264,0.7333,0.6,1.2222,1653.03,5.5797,6.7639,0.0,0
lcyxds,1800,605,320,0.5289,0.5,1.0579,1853.12,5.7714,5.657,0.0,0
lcyxds,2000,481,241,0.501,0.42,1.193,2045.23,5.4889,5.6247,0.0,0
lcyxds,2200,556,237,0.4263,0.35,1.2179,2232.49,5.4723,5.2075,0.0,0
lcyxds,2400,635,196,0.3087,0.28,1.1024,2451.02,5.2832,3.9969,0.0,0
lcyxds,2600,272,88,0.3235,0.22,1.4706,2637.5,4.4886,3.8302,0.0,0
lcyxds,2800,244,58,0.2377,0.16,1.4857,2850.0,4.0775,2.7624,0.0,0
lcyxds,3200,16,3,0.1875,0.07,2.0,3200.0,1.3863,0.8318,0.0,0
leaf1415,1000,1144,912,0.7972,0.85,0.9379,1054.39,6.8167,5.7299,0.0476,0
leaf1415,800,1697,1544,0.9098,0.9,1.0109,824.29,7.3428,5.5069,0.0,0
leaf1415,1200,1508,1197,0.7938,0.78,1.0176,1251.8,7.0884,7.0433,0.0,0
leaf1415,1400,1935,1369,0.7075,0.7,1.0107,1452.15,7.2226,7.4204,0.0,0
leaf1415,1600,2803,1727,0.6161,0.6,1.0269,1654.2,7.4547,7.5978,0.0,0
leaf1415,1800,3355,1817,0.5416,0.5,1.0832,1854.87,7.5055,7.5397,0.0,0
leaf1415,2000,3855,1710,0.4436,0.42,1.0561,2047.66,7.4448,6.7621,0.0,0
leaf1415,2200,4009,1604,0.4001,0.35,1.1431,2250.62,7.3809,6.6463,0.0,0
leaf1415,2400,5208,1542,0.2961,0.28,1.0574,2447.34,7.3415,5.3198,0.0,0
leaf1415,2600,3006,771,0.2565,0.22,1.1659,2647.08,6.649,4.5143,0.0,0
leaf1415,2800,1196,303,0.2533,0.16,1.5834,2830.69,5.717,4.0999,0.0,0
leaf1415,3000,558,98,0.1756,0.11,1.5966,3029.59,4.5951,2.445,0.0,0
leaf1415,3200,147,30,0.2041,0.07,2.0,3230.0,3.434,2.2636,0.0,0
leaf1415,3400,7,1,0.1429,0.04,2.0,3500.0,0.6931,0.3466,0.0,0
leduchuy,2400,86,0,0.0,0.28,0.0,2400.0,0.0,0.0,1.2505,1
leduchuy,2800,105,0,0.0,0.16,0.0,2800.0,0.0,0.0,0.7462,1
leduchuy,1200,280,90,0.3214,0.78,0.4121,1256.67,4.5109,1.8221,0.4692,1
leduchuy,1600,208,49,0.2356,0.6,0.3926,1653.06,3.912,1.5234,0.3963,1
leduchuy,1400,253,80,0.3162,0.7,0.4517,1446.25,4.3944,2.0096,0.394,1
leduchuy,1000,218,101,0.4633,0.85,0.5451,1055.45,4.625,2.2616,0.3705,1
leduchuy,2600,26,1,0.0385,0.22,0.1748,2600.0,0.6931,0.0693,0.3534,1
leduchuy,800,647,347,0.5363,0.9,0.5959,817.0,5.8522,2.5643,0.3436,1
leduchuy,2000,131,27,0.2061,0.42,0.4907,2062.96,3.3322,1.4168,0.2411,1
leduchuy,1800,182,66,0.3626,0.5,0.7253,1843.94,4.2047,2.8116,0.1375,1
leduchuy,2200,84,23,0.2738,0.35,0.7823,2200.0,3.1781,1.9144,0.081,0
leg,1000,628,287,0.457,0.85,0.5377,1057.49,5.663,2.7368,0.3801,1
leg,1200,699,395,0.5651,0.78,0.7245,1253.42,5.9814,4.2366,0.2017,1
leg,1400,611,312,0.5106,0.7,0.7295,1442.95,5.7462,4.2339,0.1801,1
leg,800,658,502,0.7629,0.9,0.8477,819.92,6.2206,3.8912,0.1232,0
leg,1800,783,341,0.4355,0.5,0.871,1852.2,5.8348,4.7066,0.0629,0
leg,2000,686,252,0.3673,0.42,0.8746,2046.83,5.5334,4.1605,0.0526,0
leg,1600,537,309,0.5754,0.6,0.959,1644.66,5.7366,5.4289,0.0229,0
leg,2200,672,224,0.3333,0.35,0.9524,2243.75,5.4161,4.0508,0.0169,0
leg,2400,1027,421,0.4099,0.28,1.464,2449.64,6.045,6.0703,0.0,0
leg,2600,541,164,0.3031,0.22,1.3779,2644.51,5.1059,4.0933,0.0,0
leg,2800,33,11,0.3333,0.16,2.0,2818.18,2.4849,2.3343,0.0,0
leg,3000,3,3,1.0,0.11,2.0,3000.0,1.3863,4.1589,0.0,0
leidexuan,1400,51,27,0.5294,0.7,0.7563,1459.26,3.3322,2.5743,0.1556,0
leidexuan,2400,442,68,0.1538,0.28,0.5495,2438.24,4.2341,1.5883,0.1469,1
leidexuan,1800,89,33,0.3708,0.5,0.7416,1857.58,3.5264,2.4288,0.1285,1
leidexuan,800,43,35,0.814,0.9,0.9044,808.57,3.5835,2.3585,0.071,0
leidexuan,1600,62,34,0.5484,0.6,0.914,1664.71,3.5553,3.2457,0.0469,0
leidexuan,2200,150,48,0.32,0.35,0.9143,2258.33,3.8918,2.8125,0.0308,0
leidexuan,1000,26,23,0.8846,0.85,1.0407,1065.22,3.1781,2.9947,0.0,0
leidexuan,1200,42,35,0.8333,0.78,1.0684,1254.29,3.5835,3.7456,0.0,0
leidexuan,2000,96,45,0.4688,0.42,1.1161,2046.67,3.8286,3.6731,0.0,0
leidexuan,2600,82,38,0.4634,0.22,2.0,2623.68,3.6636,4.4544,0.0,0
leidexuan,2800,90,30,0.3333,0.16,2.0,2823.33,3.434,3.2318,0.0,0
